PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
1,0,22.0,1,0,-6.425550101832997,0,1,0,0,1,0,0,1
2,1,38.0,1,0,-12.871387499999926,1,0,1,0,0,1,0,0
3,1,26.0,0,0,-5.750550101832997,1,0,0,0,1,0,0,1
4,1,35.0,1,0,-31.054687499999922,1,0,1,0,0,0,0,1
5,0,35.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
6,0,25.0,0,0,-5.217250101832997,0,1,0,0,1,0,1,0
7,0,54.0,0,0,-32.292187499999926,0,1,1,0,0,0,0,1
8,0,2.0,3,1,7.399449898167003,0,1,0,0,1,0,0,1
9,1,27.0,0,2,-2.5422501018329964,1,0,0,0,1,0,0,1
10,1,14.0,1,0,9.408616847826089,1,0,0,1,0,1,0,0
11,1,4.0,1,1,3.0244498981670027,1,0,0,0,1,0,0,1
12,1,58.0,0,0,-57.604687499999926,1,0,1,0,0,0,0,1
13,0,20.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
14,0,39.0,1,5,17.599449898167002,0,1,0,0,1,0,0,1
15,0,14.0,0,0,-5.821350101832997,1,0,0,0,1,0,0,1
16,1,55.0,0,0,-4.66218315217391,1,0,0,1,0,0,0,1
17,0,2.0,4,1,15.449449898167003,0,1,0,0,1,0,1,0
18,1,30.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
19,0,31.0,1,0,4.324449898167003,1,0,0,0,1,0,0,1
20,1,21.5,0,0,-6.450550101832997,1,0,0,0,1,1,0,0
21,0,35.0,0,0,5.33781684782609,0,1,0,1,0,0,0,1
22,1,34.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
23,1,15.0,0,0,-5.646350101832997,1,0,0,0,1,0,1,0
24,1,28.0,0,0,-48.65468749999992,0,1,1,0,0,0,0,1
25,0,8.0,3,1,7.399449898167003,1,0,0,0,1,0,0,1
26,1,38.0,1,5,17.711949898167003,1,0,0,0,1,0,0,1
27,0,25.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
28,0,19.0,3,2,178.8453125000001,0,1,1,0,0,0,0,1
29,1,21.5,0,0,-5.796350101832997,1,0,0,0,1,0,1,0
30,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
31,0,40.0,0,0,-56.433887499999926,0,1,1,0,0,1,0,0
32,1,35.0,1,0,62.366112500000085,1,0,1,0,0,1,0,0
33,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
34,0,66.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
35,0,28.0,1,0,-1.9838874999999234,0,1,1,0,0,1,0,0
36,0,42.0,1,0,-32.15468749999992,0,1,1,0,0,0,0,1
37,1,25.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
38,0,21.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
39,0,18.0,2,0,4.324449898167003,1,0,0,0,1,0,0,1
40,1,14.0,1,0,-2.4338501018329968,1,0,0,0,1,1,0,0
41,0,40.0,1,0,-4.200550101832997,1,0,0,0,1,0,0,1
42,0,27.0,1,0,0.33781684782609034,1,0,0,1,0,0,0,1
43,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,1,0,0
44,1,3.0,1,2,20.91701684782609,1,0,0,1,0,1,0,0
45,1,19.0,0,0,-5.796350101832997,1,0,0,0,1,0,1,0
46,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
47,0,25.0,1,0,1.8244498981670034,0,1,0,0,1,0,1,0
48,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
49,0,25.0,2,0,8.003649898167005,0,1,0,0,1,1,0,0
50,0,18.0,1,0,4.124449898167004,1,0,0,0,1,0,0,1
51,0,7.0,4,1,26.011949898167003,0,1,0,0,1,0,0,1
52,0,21.0,0,0,-5.875550101832997,0,1,0,0,1,0,0,1
53,1,49.0,1,0,-7.425487499999917,1,0,1,0,0,1,0,0
54,1,29.0,1,0,5.33781684782609,1,0,0,1,0,0,0,1
